instance,source,local,sha256,present,pool,base_commit,n_edits,action_local,result_files,applied_events,original_local,original_sha256,cleared_credential_fields
sympy__sympy-14711,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-14711/trajectory.json,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-14711/trajectory.json,852929f2d97a3259da660cee063eb532d31dfbc42b7b56fa606de6fd150b4415,True,claude/linear,c6753448b5c34f95e250105d76709fe4d349ca1f,1,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-14711/claude_linear__sympy__sympy-14711.json,3,3,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-14711/trajectory.json,328da314243ccd1964a4c14f1ef669b92af2a069f790f8c2e4a257ece3515a31,6
sympy__sympy-15349,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-15349/trajectory.json,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-15349/trajectory.json,f252f494d65d242840e05f4fcbd217a4c2b16decb5e9f3b493b1b41db1e9f921,True,claude/linear,768da1c6f6ec907524b8ebbf6bf818c92b56101b,2,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-15349/claude_linear__sympy__sympy-15349.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-15349/trajectory.json,70794c57cc6766caa07e3e5bcd79b115d26760e288ba6da5161126e03912104a,9
sympy__sympy-15599,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-15599/trajectory.json,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-15599/trajectory.json,9fd2d7b87f7c15ca0dc8baeb8d10d65c42e4900c68653237711b3d9127cfbab4,True,claude/linear,5e17a90c19f7eecfa10c1ab872648ae7e2131323,2,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-15599/claude_linear__sympy__sympy-15599.json,3,3,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-15599/trajectory.json,0cd1c6c06411383e49a72b236596b84e3cc01c80a2e1d64b074af037b45a95af,9
sympy__sympy-15976,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-15976/trajectory.json,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-15976/trajectory.json,919994cf0ae0c122901eef336e7c88e2c7cdb8f93243424b98fd44b912de992f,True,claude/linear,701441853569d370506514083b995d11f9a130bd,2,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-15976/claude_linear__sympy__sympy-15976.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-15976/trajectory.json,bf2e307519471cd547f23621d4643446c0abf4e742a67b005670392a434b7654,10
sympy__sympy-17318,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-17318/trajectory.json,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-17318/trajectory.json,a0f1c1389cebdef14dcfbcbe5d080b0a587f412dae4a0291d15f924dcbcebda6,True,claude/linear,d4e0231b08147337745dcf601e62de7eefe2fb2d,3,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-17318/claude_linear__sympy__sympy-17318.json,3,9,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-17318/trajectory.json,760049769713ef2022ecff9471f95be383918469e1a7f2f165f659cc7b86ae94,11
sympy__sympy-19954,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-19954/trajectory.json,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-19954/trajectory.json,aeca101defc9bf017e9ac865fca25ba98f3949143dfb3409d78394355369a9c6,True,claude/linear,6f54459aa0248bf1467ad12ee6333d8bc924a642,2,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-19954/claude_linear__sympy__sympy-19954.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-19954/trajectory.json,766fa94563dc94fab03451be9e6af009b642548f5bc7337522510c425a1da3ad,9
sympy__sympy-24443,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-24443/trajectory.json,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-24443/trajectory.json,ccecbd23ad3aec44072cead022c6852df7366fbf45a553c7b7865f30c3d990d0,True,claude/linear,809c53c077485ca48a206cee78340389cb83b7f1,2,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-24443/claude_linear__sympy__sympy-24443.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-24443/trajectory.json,c9d0f709a210dae90cc41765d898c17a35d452c36a610eb7dc532727d8470558,9
sympy__sympy-24539,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-24539/trajectory.json,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-24539/trajectory.json,b893fda15aae466a6224785556b93853cb3c3ae9eafb24f1227fb8e01688056c,True,claude/linear,193e3825645d93c73e31cdceb6d742cc6919624d,1,paper/figure-09/data/inputs/war/claude_linear__sympy__sympy-24539/claude_linear__sympy__sympy-24539.json,3,3,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/claude/linear/sympy__sympy-24539/trajectory.json,0926a02d5540befe04d9f8bd8b1337fced0db211c257ba79d564c6146cb5aea1,6
astropy__astropy-14309,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/astropy__astropy-14309/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__astropy__astropy-14309/trajectory.json,fd2298f6530d04730e3417c221a141f7aaac8cf643a91fbdf60dd02846022bcd,True,claude/mcts,cdb66059a2feb44ee49021874605ba90801f9986,9,paper/figure-09/data/inputs/war/claude_mcts__astropy__astropy-14309/claude_mcts__astropy__astropy-14309.json,3,24,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/astropy__astropy-14309/trajectory.json,2b6be8b0a9327d06c1bfa5b0ff4a9776debe9f6aa76a24f2a1829957552d904a,50
django__django-11066,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-11066/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-11066/trajectory.json,3499d16a9a97712b74338fe2cd4b2b9cd533c6e6aebbe7b0fe578a0d431f4a1b,True,claude/mcts,4b45b6c8e4d7c9701a332e80d3b1c84209dc36e2,6,paper/figure-09/data/inputs/war/claude_mcts__django__django-11066/claude_mcts__django__django-11066.json,3,18,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-11066/trajectory.json,347c56699aab3d360c0822d4f1f564c73124cb992d02a5f8d94569948bdb90be,35
django__django-11603,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-11603/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-11603/trajectory.json,4e58b5e33a4033c9cdae028a746d86e85d96f30ce3218774949dc99c674fe44c,True,claude/mcts,f618e033acd37d59b536d6e6126e6c5be18037f6,3,paper/figure-09/data/inputs/war/claude_mcts__django__django-11603/claude_mcts__django__django-11603.json,3,9,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-11603/trajectory.json,13b0de9cb5ffb34caa4d800fae4f920ec580ef65364ab881781d66eeb07a2159,25
django__django-12143,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-12143/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-12143/trajectory.json,82a45cb06e69af783cf302374d02f8be8d99bcee6fabd0cb05a43b247731ddc1,True,claude/mcts,5573a54d409bb98b5c5acdb308310bed02d392c2,18,paper/figure-09/data/inputs/war/claude_mcts__django__django-12143/claude_mcts__django__django-12143.json,3,54,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-12143/trajectory.json,5388a607986717452e06a4b02fcfa07d787a06761c37527fe52b6889b1ecce5e,82
django__django-12276,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-12276/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-12276/trajectory.json,6ac5f6f5ed24ca6b6520e3b236b239650263c42adb2ce43f7488c3cb7c52fe20,True,claude/mcts,53d8646f799de7f92ab9defe9dc56c6125448102,41,paper/figure-09/data/inputs/war/claude_mcts__django__django-12276/claude_mcts__django__django-12276.json,3,123,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-12276/trajectory.json,d8492285daac9396231442bef5ea4ab3adf8233ad53f7c5c593e1a0f21b85080,184
django__django-13089,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-13089/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-13089/trajectory.json,10e35c5cac0e32a57a17f7bdc741ac24d6b8c30c1537092f68ee710b4856db77,True,claude/mcts,27c09043da52ca1f02605bf28600bfd5ace95ae4,12,paper/figure-09/data/inputs/war/claude_mcts__django__django-13089/claude_mcts__django__django-13089.json,3,36,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-13089/trajectory.json,977e7bc77f30b6e8a89e70817617bb4c0db337430f347d033b5881c0e8de1b4e,63
django__django-13410,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-13410/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-13410/trajectory.json,d5d43a38be4b33870cb6628d8b49ed39f46917d428075e602e7e88d292421fed,True,claude/mcts,580a4341cb0b4cbfc215a70afc004875a7e815f4,18,paper/figure-09/data/inputs/war/claude_mcts__django__django-13410/claude_mcts__django__django-13410.json,3,54,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-13410/trajectory.json,326b3ae73b42980bc747d1579d7e86cf1c8491c629deada0c6bf8ff9dfa52c58,97
django__django-13670,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-13670/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-13670/trajectory.json,1ace2cad3b6ff888bbfc61c2dfee8985431ee294371502d464ea2b8e5b4ebaae,True,claude/mcts,c448e614c60cc97c6194c62052363f4f501e0953,12,paper/figure-09/data/inputs/war/claude_mcts__django__django-13670/claude_mcts__django__django-13670.json,3,36,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-13670/trajectory.json,a40e88dec0977c6b6daefad76ac44a18582aa0d509378606602243f54cdbe11b,63
django__django-13741,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-13741/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-13741/trajectory.json,6b49c7fc6eac02715f8116ed93d9138e2c79bc27f9d839d476c0196b4bfe83e8,True,claude/mcts,d746f28949c009251a8741ba03d156964050717f,6,paper/figure-09/data/inputs/war/claude_mcts__django__django-13741/claude_mcts__django__django-13741.json,3,9,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-13741/trajectory.json,378be4b9042a0eb77c691890ec1675b39e5d436eafd88d5c674db588b40efc7b,39
django__django-13786,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-13786/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-13786/trajectory.json,e6aeb5e253e0aacc86c45a6d7e747c50bd43cad6f04c2bd0f4bc45fe02e83c5b,True,claude/mcts,bb64b99b78a579cb2f6178011a4cf9366e634438,4,paper/figure-09/data/inputs/war/claude_mcts__django__django-13786/claude_mcts__django__django-13786.json,3,12,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-13786/trajectory.json,f4857283e2232ceeb48ac5441f61882970225208bbbc4992a17776879007e69f,53
django__django-14373,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-14373/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-14373/trajectory.json,a2eba1efe252a2ddaa439edaa7449b7cc1219c2a36addc6b770dc674445c2d11,True,claude/mcts,b1a4b1f0bdf05adbd3dc4dde14228e68da54c1a3,11,paper/figure-09/data/inputs/war/claude_mcts__django__django-14373/claude_mcts__django__django-14373.json,3,33,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-14373/trajectory.json,f94f98a8827713eecb12be108bf6b99875b5b041241533bfa903ff2f664d2c78,57
django__django-15467,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-15467/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-15467/trajectory.json,3860ef11c6155401a0c26dd824c798ad03473117343f08b812d932b29c679760,True,claude/mcts,e0442a628eb480eac6a7888aed5a86f83499e299,1,paper/figure-09/data/inputs/war/claude_mcts__django__django-15467/claude_mcts__django__django-15467.json,3,3,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-15467/trajectory.json,80e9eba8b00c7cf5dd01633b4a3351475dfaceac9face13f2d29c5d1462103ad,24
django__django-16429,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-16429/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-16429/trajectory.json,30d1e1a5ef093ddee8c8a818ea79241f1aeb2decbdcfaf99e303983bf92c4137,True,claude/mcts,6c86495bcee22eac19d7fb040b2988b830707cbd,1,paper/figure-09/data/inputs/war/claude_mcts__django__django-16429/claude_mcts__django__django-16429.json,3,3,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-16429/trajectory.json,11053fb5dadf909c5ef0c4e3dc82485898cf30c771ea6e058d6d993bdce3782c,20
django__django-16569,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-16569/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-16569/trajectory.json,615996bc08adda448daac7d326513149b14a506f28bee2ce7e963f0376aaf81c,True,claude/mcts,278881e37619278789942513916acafaa88d26f3,18,paper/figure-09/data/inputs/war/claude_mcts__django__django-16569/claude_mcts__django__django-16569.json,3,39,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-16569/trajectory.json,f9707c7296ff50243d44660b1856b8799a3b36ac2d622e98bd9b44e8de1bce38,91
django__django-9296,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/django__django-9296/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__django__django-9296/trajectory.json,12b6154c8a7790037a2e2ed0bdb544695b731bfc7326cc7709a70db3296ab22c,True,claude/mcts,84322a29ce9b0940335f8ab3d60e55192bef1e50,5,paper/figure-09/data/inputs/war/claude_mcts__django__django-9296/claude_mcts__django__django-9296.json,3,9,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/django__django-9296/trajectory.json,852339d0827d344dce00d19009090130e8e26e0d31568daa56ab02f54e436b16,37
pylint-dev__pylint-6903,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/pylint-dev__pylint-6903/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__pylint-dev__pylint-6903/trajectory.json,2a80e4939decad0655f54d0e04a554d4dd6a60e926b660a15aea58b2075ac447,True,claude/mcts,ca80f03a43bc39e4cc2c67dc99817b3c9f13b8a6,21,paper/figure-09/data/inputs/war/claude_mcts__pylint-dev__pylint-6903/claude_mcts__pylint-dev__pylint-6903.json,3,63,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/pylint-dev__pylint-6903/trajectory.json,17009355e0a8114b76bc12d8015341936cad9d234803706e72645e2959562651,92
pylint-dev__pylint-7277,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/pylint-dev__pylint-7277/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__pylint-dev__pylint-7277/trajectory.json,93d0a6d92e7514d10e51c7f88474625fae6ccf160ab1d61ab098c0e0071983bd,True,claude/mcts,684a1d6aa0a6791e20078bc524f97c8906332390,10,paper/figure-09/data/inputs/war/claude_mcts__pylint-dev__pylint-7277/claude_mcts__pylint-dev__pylint-7277.json,3,30,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/pylint-dev__pylint-7277/trajectory.json,f9542103353c7b1506eccf9b5d4c65be42898c867f457dc91726f2dfb9dc0d38,48
pytest-dev__pytest-5809,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/pytest-dev__pytest-5809/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__pytest-dev__pytest-5809/trajectory.json,e3b952ad95f450f621519de05afc729ca744370816a4b742428b44df13d9e40b,True,claude/mcts,8aba863a634f40560e25055d179220f0eefabe9a,32,paper/figure-09/data/inputs/war/claude_mcts__pytest-dev__pytest-5809/claude_mcts__pytest-dev__pytest-5809.json,3,48,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/pytest-dev__pytest-5809/trajectory.json,0f262ad7f6436660e9b542ce11868cbbe71f064419f87f36a95af03031683b05,142
pytest-dev__pytest-6202,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/pytest-dev__pytest-6202/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__pytest-dev__pytest-6202/trajectory.json,ea2c61439f5c70409d5eb3ab7837c29400517d891eecf90bd4ab03e3e3eb6b4b,True,claude/mcts,3a668ea6ff24b0c8f00498c3144c63bac561d925,12,paper/figure-09/data/inputs/war/claude_mcts__pytest-dev__pytest-6202/claude_mcts__pytest-dev__pytest-6202.json,3,36,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/pytest-dev__pytest-6202/trajectory.json,c17cacba1d4e3e0be5662eff0555baf28ca72311d26db354ea2ea69e32882f13,62
scikit-learn__scikit-learn-10844,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/scikit-learn__scikit-learn-10844/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__scikit-learn__scikit-learn-10844/trajectory.json,0c5563ce8f03661a61b7a10b66b604bd3b62a21bf32fab3d82db3faa8644947b,True,claude/mcts,97523985b39ecde369d83352d7c3baf403b60a22,12,paper/figure-09/data/inputs/war/claude_mcts__scikit-learn__scikit-learn-10844/claude_mcts__scikit-learn__scikit-learn-10844.json,3,36,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/scikit-learn__scikit-learn-10844/trajectory.json,84e4a72a72973827b73cb82b46be659e5a8dc252a6d3888379d22779b87c199a,61
scikit-learn__scikit-learn-12585,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/scikit-learn__scikit-learn-12585/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__scikit-learn__scikit-learn-12585/trajectory.json,588bc9e7cad5205c751374e1561885217d5c5caee38b067bda58ec13aef9cbe8,True,claude/mcts,bfc4a566423e036fbdc9fb02765fd893e4860c85,11,paper/figure-09/data/inputs/war/claude_mcts__scikit-learn__scikit-learn-12585/claude_mcts__scikit-learn__scikit-learn-12585.json,3,33,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/scikit-learn__scikit-learn-12585/trajectory.json,bd7fbdfb1b5ec0582142ca627c88f650b9a987550521ad6e986ff1500fab166e,51
sympy__sympy-14711,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/claude/mcts/sympy__sympy-14711/trajectory.json,paper/figure-09/data/inputs/war/claude_mcts__sympy__sympy-14711/trajectory.json,09650c3833ae38cb4284cc5f7d17f0190e29ec26d737300563411d5bd6d8953a,True,claude/mcts,c6753448b5c34f95e250105d76709fe4d349ca1f,17,paper/figure-09/data/inputs/war/claude_mcts__sympy__sympy-14711/claude_mcts__sympy__sympy-14711.json,3,51,traces/raw/history-20260625/search_mcts_trajectories/traces/swe-search/claude/mcts/sympy__sympy-14711/trajectory.json,2e62ffef77882d72fd83316cea69a1cc8d8bf9fb8778c24a8b8537d26c623660,76
astropy__astropy-14096,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-14096/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-14096/trajectory.json,9c78604f85d37efb9a98ae2fa58b3eb1690ab75c64eaae158384673b85986cb1,True,mimo/linear,1a4462d72eb03f30dc83a879b1dd57aac8b2c18b,2,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-14096/mimo_linear__astropy__astropy-14096.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-14096/trajectory.json,9c78604f85d37efb9a98ae2fa58b3eb1690ab75c64eaae158384673b85986cb1,0
astropy__astropy-7336,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-7336/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-7336/trajectory.json,4f77d46938b5ba9cc7569974c9f11c5584b62470824b7d771506d6eddffe34c5,True,mimo/linear,732d89c2940156bdc0e200bb36dc38b5e424bcba,1,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-7336/mimo_linear__astropy__astropy-7336.json,3,3,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-7336/trajectory.json,4f77d46938b5ba9cc7569974c9f11c5584b62470824b7d771506d6eddffe34c5,0
astropy__astropy-7606,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-7606/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-7606/trajectory.json,1c5639a8fd1f587c32d0be78957d04e0afb312e74b074b7d7cd2a094f97e85de,True,mimo/linear,3cedd79e6c121910220f8e6df77c54a0b344ea94,1,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-7606/mimo_linear__astropy__astropy-7606.json,3,3,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-7606/trajectory.json,1c5639a8fd1f587c32d0be78957d04e0afb312e74b074b7d7cd2a094f97e85de,0
astropy__astropy-8707,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-8707/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-8707/trajectory.json,2b867ac068b6724b1f2b32c68223053dea6aecf0baeb50e40d907742c1b77697,True,mimo/linear,a85a0747c54bac75e9c3b2fe436b105ea029d6cf,2,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-8707/mimo_linear__astropy__astropy-8707.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-8707/trajectory.json,2b867ac068b6724b1f2b32c68223053dea6aecf0baeb50e40d907742c1b77697,0
astropy__astropy-8872,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-8872/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-8872/trajectory.json,e55542cda7558e9201913e7ace2e3d011385d0f0d5fb401c01960da5038e2877,True,mimo/linear,b750a0e6ee76fb6b8a099a4d16ec51977be46bf6,3,paper/figure-09/data/inputs/war/mimo_linear__astropy__astropy-8872/mimo_linear__astropy__astropy-8872.json,3,9,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/astropy__astropy-8872/trajectory.json,e55542cda7558e9201913e7ace2e3d011385d0f0d5fb401c01960da5038e2877,0
django__django-11095,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/django__django-11095/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__django__django-11095/trajectory.json,f583ad2dd356256b544fa5042d9f75a6f3cb8cf6aaf0ba8f88edfdbf3df90c09,True,mimo/linear,7d49ad76562e8c0597a0eb66046ab423b12888d8,1,paper/figure-09/data/inputs/war/mimo_linear__django__django-11095/mimo_linear__django__django-11095.json,3,3,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/django__django-11095/trajectory.json,f583ad2dd356256b544fa5042d9f75a6f3cb8cf6aaf0ba8f88edfdbf3df90c09,0
django__django-11163,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/django__django-11163/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__django__django-11163/trajectory.json,8240f2cdfa3b9badbaf3383f7604089b5b344a53d6b873557a8e05a8358ce8b4,True,mimo/linear,e6588aa4e793b7f56f4cadbfa155b581e0efc59a,1,paper/figure-09/data/inputs/war/mimo_linear__django__django-11163/mimo_linear__django__django-11163.json,3,3,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/django__django-11163/trajectory.json,8240f2cdfa3b9badbaf3383f7604089b5b344a53d6b873557a8e05a8358ce8b4,0
django__django-11276,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/django__django-11276/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__django__django-11276/trajectory.json,1c7329b16f12f572fe0a710c752cfb671cf989bcc93bee308ad47b1e24de4b35,True,mimo/linear,28d5262fa3315690395f04e3619ed554dbaf725b,2,paper/figure-09/data/inputs/war/mimo_linear__django__django-11276/mimo_linear__django__django-11276.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/django__django-11276/trajectory.json,1c7329b16f12f572fe0a710c752cfb671cf989bcc93bee308ad47b1e24de4b35,0
django__django-11532,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/django__django-11532/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__django__django-11532/trajectory.json,82366f096b0017b204a1e62276f130bf6fba3445d642ce4b45d481c4102ef4d1,True,mimo/linear,a5308514fb4bc5086c9a16a8a24a945eeebb073c,2,paper/figure-09/data/inputs/war/mimo_linear__django__django-11532/mimo_linear__django__django-11532.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/django__django-11532/trajectory.json,82366f096b0017b204a1e62276f130bf6fba3445d642ce4b45d481c4102ef4d1,0
django__django-11551,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/django__django-11551/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__django__django-11551/trajectory.json,35ffab92a6a082ee11e7058a72746bcdaa8a286ac5bc761f630b62e8e5f5a88a,True,mimo/linear,7991111af12056ec9a856f35935d273526338c1f,2,paper/figure-09/data/inputs/war/mimo_linear__django__django-11551/mimo_linear__django__django-11551.json,3,6,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/django__django-11551/trajectory.json,35ffab92a6a082ee11e7058a72746bcdaa8a286ac5bc761f630b62e8e5f5a88a,0
django__django-11880,/mnt/disk2/dyp/d-overlayfs/traces/swe-search/mimo/linear/django__django-11880/trajectory.json,paper/figure-09/data/inputs/war/mimo_linear__django__django-11880/trajectory.json,9c76a0708025f78a88fd2fadeadef6c1b033fb8b718b8fff3089d93ed445da77,True,mimo/linear,06909fe084f87a65459a83bd69d7cdbe4fce9a7c,1,paper/figure-09/data/inputs/war/mimo_linear__django__django-11880/mimo_linear__django__django-11880.json,3,3,traces/supplement/79-20260920/d-overlayfs/traces/swe-search/mimo/linear/django__django-11880/trajectory.json,9c76a0708025f78a88fd2fadeadef6c1b033fb8b718b8fff3089d93ed445da77,0
